日期,品类,流量来源,访客数,浏览量,平均停留时长(秒),跳失率,加购人数,支付买家数,支付转化率,支付订单数,支付金额,支付件数,退款订单数,退款金额,客单价,件单价
2025-07-01,服装,付费推广,1045,2531,83.4,0.5486,197,29,0.0278,101,20215.99,124,4,647.75,200.16,163.03
2025-07-01,服装,推荐,777,2016,119.9,0.3717,128,24,0.0309,101,20215.99,124,4,647.75,200.16,163.03
2025-07-01,服装,直接访问,367,883,70.0,0.4982,48,10,0.0272,101,20215.99,124,4,647.75,200.16,163.03
2025-07-01,服装,直播,597,1370,78.6,0.3719,119,15,0.0251,101,20215.99,124,4,647.75,200.16,163.03
2025-07-01,服装,自然搜索,1075,3152,50.3,0.3595,210,31,0.0288,101,20215.99,124,4,647.75,200.16,163.03
2025-07-01,电子,付费推广,2488,8395,107.7,0.5143,439,68,0.0273,295,128336.76,468,20,8595.52,435.04,274.22
2025-07-01,电子,推荐,2033,4672,56.3,0.3843,340,55,0.0271,295,128336.76,468,20,8595.52,435.04,274.22
2025-07-01,电子,直接访问,885,3053,82.2,0.3559,163,27,0.0305,295,128336.76,468,20,8595.52,435.04,274.22
2025-07-01,电子,直播,1421,3291,66.2,0.3728,220,38,0.0267,295,128336.76,468,20,8595.52,435.04,274.22
2025-07-01,电子,自然搜索,2778,7770,115.1,0.4363,515,88,0.0317,295,128336.76,468,20,8595.52,435.04,274.22
2025-07-01,美妆,付费推广,1292,4347,110.5,0.3802,164,41,0.0317,119,17745.44,175,6,737.62,149.12,101.4
2025-07-01,美妆,推荐,887,2292,102.3,0.5234,131,22,0.0248,119,17745.44,175,6,737.62,149.12,101.4
2025-07-01,美妆,直接访问,503,1323,60.6,0.3326,90,18,0.0358,119,17745.44,175,6,737.62,149.12,101.4
2025-07-01,美妆,直播,672,1687,67.6,0.3801,103,21,0.0312,119,17745.44,175,6,737.62,149.12,101.4
2025-07-01,美妆,自然搜索,1521,4324,68.7,0.4026,291,44,0.0289,119,17745.44,175,6,737.62,149.12,101.4
2025-07-01,食品,付费推广,1390,4061,110.5,0.3773,192,70,0.0504,210,10918.19,273,13,582.85,51.99,39.99
2025-07-01,食品,推荐,1070,3453,89.3,0.4852,197,47,0.0439,210,10918.19,273,13,582.85,51.99,39.99
2025-07-01,食品,直接访问,603,1605,70.6,0.4428,111,22,0.0365,210,10918.19,273,13,582.85,51.99,39.99
2025-07-01,食品,直播,911,2023,74.6,0.4359,136,39,0.0428,210,10918.19,273,13,582.85,51.99,39.99
2025-07-01,食品,自然搜索,1665,3799,110.1,0.4584,217,66,0.0396,210,10918.19,273,13,582.85,51.99,39.99
2025-07-02,服装,付费推广,873,2136,74.8,0.3802,138,23,0.0263,111,23067.37,170,5,870.02,207.81,135.69
2025-07-02,服装,推荐,705,1637,53.8,0.3351,116,20,0.0284,111,23067.37,170,5,870.02,207.81,135.69
2025-07-02,服装,直接访问,376,928,88.1,0.3709,60,12,0.0319,111,23067.37,170,5,870.02,207.81,135.69
2025-07-02,服装,直播,601,1823,80.1,0.5188,73,14,0.0233,111,23067.37,170,5,870.02,207.81,135.69
2025-07-02,服装,自然搜索,1113,2521,100.4,0.4111,137,33,0.0296,111,23067.37,170,5,870.02,207.81,135.69
2025-07-02,电子,付费推广,2311,5112,73.7,0.4184,377,60,0.026,293,125835.99,436,14,5570.48,429.47,288.61
2025-07-02,电子,推荐,2030,4782,96.8,0.5157,251,46,0.0227,293,125835.99,436,14,5570.48,429.47,288.61
2025-07-02,电子,直接访问,875,2849,114.0,0.3663,164,25,0.0286,293,125835.99,436,14,5570.48,429.47,288.61
2025-07-02,电子,直播,1440,4794,80.4,0.5049,249,40,0.0278,293,125835.99,436,14,5570.48,429.47,288.61
2025-07-02,电子,自然搜索,3039,10526,57.7,0.5369,573,78,0.0257,293,125835.99,436,14,5570.48,429.47,288.61
2025-07-02,美妆,付费推广,1023,2599,76.5,0.4874,195,30,0.0293,119,17241.28,144,7,913.32,144.88,119.73
2025-07-02,美妆,推荐,825,2065,66.0,0.5306,149,28,0.0339,119,17241.28,144,7,913.32,144.88,119.73
2025-07-02,美妆,直接访问,420,1131,92.4,0.44,67,12,0.0286,119,17241.28,144,7,913.32,144.88,119.73
2025-07-02,美妆,直播,569,1603,103.9,0.3526,113,14,0.0246,119,17241.28,144,7,913.32,144.88,119.73
2025-07-02,美妆,自然搜索,1270,3948,53.6,0.5149,224,44,0.0346,119,17241.28,144,7,913.32,144.88,119.73
2025-07-02,食品,付费推广,1538,5277,57.9,0.5335,248,58,0.0377,229,12015.72,319,18,801.3,52.47,37.67
2025-07-02,食品,推荐,1122,2717,92.8,0.4414,147,47,0.0419,229,12015.72,319,18,801.3,52.47,37.67
2025-07-02,食品,直接访问,590,2017,116.2,0.3612,113,20,0.0339,229,12015.72,319,18,801.3,52.47,37.67
2025-07-02,食品,直播,795,2010,76.8,0.4987,121,32,0.0403,229,12015.72,319,18,801.3,52.47,37.67
2025-07-02,食品,自然搜索,1589,5174,59.2,0.4915,259,43,0.0271,229,12015.72,319,18,801.3,52.47,37.67
2025-07-03,服装,付费推广,1008,3393,111.5,0.3033,123,20,0.0198,110,21061.39,170,8,1382.04,191.47,123.89
2025-07-03,服装,推荐,773,2252,100.9,0.3002,133,20,0.0259,110,21061.39,170,8,1382.04,191.47,123.89
2025-07-03,服装,直接访问,413,996,68.4,0.3095,57,9,0.0218,110,21061.39,170,8,1382.04,191.47,123.89
2025-07-03,服装,直播,621,1761,114.7,0.3061,91,19,0.0306,110,21061.39,170,8,1382.04,191.47,123.89
2025-07-03,服装,自然搜索,1083,2839,51.8,0.3853,158,30,0.0277,110,21061.39,170,8,1382.04,191.47,123.89
2025-07-03,电子,付费推广,2108,6669,98.2,0.332,279,65,0.0308,285,119884.44,421,18,6601.71,420.65,284.76
2025-07-03,电子,推荐,1946,4778,99.9,0.4649,294,50,0.0257,285,119884.44,421,18,6601.71,420.65,284.76
2025-07-03,电子,直接访问,925,2374,57.2,0.4798,138,26,0.0281,285,119884.44,421,18,6601.71,420.65,284.76
2025-07-03,电子,直播,1333,3360,68.3,0.5204,239,32,0.024,285,119884.44,421,18,6601.71,420.65,284.76
2025-07-03,电子,自然搜索,2525,7970,82.4,0.4499,363,65,0.0257,285,119884.44,421,18,6601.71,420.65,284.76
2025-07-03,美妆,付费推广,1094,3092,71.8,0.3766,196,33,0.0302,135,19374.08,171,7,991.75,143.51,113.3
2025-07-03,美妆,推荐,930,2865,69.4,0.5492,137,32,0.0344,135,19374.08,171,7,991.75,143.51,113.3
2025-07-03,美妆,直接访问,449,1364,53.4,0.3078,66,12,0.0267,135,19374.08,171,7,991.75,143.51,113.3
2025-07-03,美妆,直播,685,1571,68.0,0.4482,130,19,0.0277,135,19374.08,171,7,991.75,143.51,113.3
2025-07-03,美妆,自然搜索,1403,3220,115.6,0.4325,174,44,0.0314,135,19374.08,171,7,991.75,143.51,113.3
2025-07-03,食品,付费推广,1324,3037,88.8,0.5327,263,54,0.0408,232,12702.04,335,18,816.01,54.75,37.92
2025-07-03,食品,推荐,1054,3598,50.1,0.5025,138,51,0.0484,232,12702.04,335,18,816.01,54.75,37.92
2025-07-03,食品,直接访问,491,1484,64.6,0.4663,94,25,0.0509,232,12702.04,335,18,816.01,54.75,37.92
2025-07-03,食品,直播,723,2293,59.8,0.324,138,32,0.0443,232,12702.04,335,18,816.01,54.75,37.92
2025-07-03,食品,自然搜索,1618,5328,75.7,0.3593,198,70,0.0433,232,12702.04,335,18,816.01,54.75,37.92
2025-07-04,服装,付费推广,813,2104,84.6,0.3327,153,23,0.0283,101,20196.99,149,6,1170.42,199.97,135.55
2025-07-04,服装,推荐,614,2071,93.4,0.5008,110,17,0.0277,101,20196.99,149,6,1170.42,199.97,135.55
2025-07-04,服装,直接访问,327,1053,115.9,0.4216,51,10,0.0306,101,20196.99,149,6,1170.42,199.97,135.55
2025-07-04,服装,直播,518,1278,54.6,0.5063,80,15,0.029,101,20196.99,149,6,1170.42,199.97,135.55
2025-07-04,服装,自然搜索,998,2814,52.0,0.4513,141,22,0.022,101,20196.99,149,6,1170.42,199.97,135.55
2025-07-04,电子,付费推广,1868,5537,55.2,0.4276,226,51,0.0273,273,112518.04,362,19,6301.19,412.15,310.82
2025-07-04,电子,推荐,1653,4963,105.2,0.3648,307,45,0.0272,273,112518.04,362,19,6301.19,412.15,310.82
2025-07-04,电子,直接访问,806,1998,64.1,0.3447,99,22,0.0273,273,112518.04,362,19,6301.19,412.15,310.82
2025-07-04,电子,直播,1270,3938,63.3,0.4928,159,39,0.0307,273,112518.04,362,19,6301.19,412.15,310.82
2025-07-04,电子,自然搜索,2274,5080,118.3,0.5184,333,65,0.0286,273,112518.04,362,19,6301.19,412.15,310.82
2025-07-04,美妆,付费推广,953,2793,111.0,0.3481,170,25,0.0262,129,18368.19,185,9,1172.7,142.39,99.29
2025-07-04,美妆,推荐,704,2088,105.8,0.4476,109,18,0.0256,129,18368.19,185,9,1172.7,142.39,99.29
2025-07-04,美妆,直接访问,350,1019,105.5,0.4573,61,10,0.0286,129,18368.19,185,9,1172.7,142.39,99.29
2025-07-04,美妆,直播,525,1767,88.6,0.3899,77,14,0.0267,129,18368.19,185,9,1172.7,142.39,99.29
2025-07-04,美妆,自然搜索,1068,3405,89.0,0.3949,129,30,0.0281,129,18368.19,185,9,1172.7,142.39,99.29
2025-07-04,食品,付费推广,1200,3561,118.7,0.4534,168,55,0.0458,242,12116.7,343,18,790.59,50.07,35.33
2025-07-04,食品,推荐,1082,2400,98.7,0.3856,182,39,0.036,242,12116.7,343,18,790.59,50.07,35.33
2025-07-04,食品,直接访问,469,1074,86.4,0.4856,78,22,0.0469,242,12116.7,343,18,790.59,50.07,35.33
2025-07-04,食品,直播,808,1867,103.1,0.3055,108,33,0.0408,242,12116.7,343,18,790.59,50.07,35.33
2025-07-04,食品,自然搜索,1581,3528,73.3,0.4674,241,61,0.0386,242,12116.7,343,18,790.59,50.07,35.33
2025-07-05,服装,付费推广,995,3120,85.2,0.4461,122,29,0.0291,108,21676.83,141,4,716.73,200.71,153.74
2025-07-05,服装,推荐,871,1937,80.7,0.3112,150,24,0.0276,108,21676.83,141,4,716.73,200.71,153.74
2025-07-05,服装,直接访问,439,1234,98.3,0.4205,53,12,0.0273,108,21676.83,141,4,716.73,200.71,153.74
2025-07-05,服装,直播,659,1491,109.8,0.3605,109,18,0.0273,108,21676.83,141,4,716.73,200.71,153.74
2025-07-05,服装,自然搜索,1252,3289,68.3,0.3858,189,37,0.0296,108,21676.83,141,4,716.73,200.71,153.74
2025-07-05,电子,付费推广,2726,6912,108.9,0.4037,476,78,0.0286,311,132211.84,429,19,7405.73,425.12,308.19
2025-07-05,电子,推荐,2214,5867,75.0,0.4443,369,70,0.0316,311,132211.84,429,19,7405.73,425.12,308.19
2025-07-05,电子,直接访问,1003,2315,58.9,0.3181,200,30,0.0299,311,132211.84,429,19,7405.73,425.12,308.19
2025-07-05,电子,直播,1636,3685,64.2,0.4005,212,45,0.0275,311,132211.84,429,19,7405.73,425.12,308.19
2025-07-05,电子,自然搜索,3047,7245,58.9,0.4192,489,99,0.0325,311,132211.84,429,19,7405.73,425.12,308.19
2025-07-05,美妆,付费推广,1084,3024,55.6,0.3225,163,33,0.0304,136,19772.58,178,9,1105.3,145.39,111.08
2025-07-05,美妆,推荐,915,2613,62.2,0.5395,128,24,0.0262,136,19772.58,178,9,1105.3,145.39,111.08
2025-07-05,美妆,直接访问,488,1219,64.7,0.423,71,15,0.0307,136,19772.58,178,9,1105.3,145.39,111.08
2025-07-05,美妆,直播,696,2073,80.2,0.3135,106,20,0.0287,136,19772.58,178,9,1105.3,145.39,111.08
2025-07-05,美妆,自然搜索,1290,3434,62.3,0.4858,184,44,0.0341,136,19772.58,178,9,1105.3,145.39,111.08
2025-07-05,食品,付费推广,1443,3652,116.3,0.3316,220,62,0.043,234,12527.02,287,13,691.67,53.53,43.65
2025-07-05,食品,推荐,1324,3444,84.7,0.4831,208,60,0.0453,234,12527.02,287,13,691.67,53.53,43.65
2025-07-05,食品,直接访问,567,1739,54.0,0.3352,108,28,0.0494,234,12527.02,287,13,691.67,53.53,43.65
2025-07-05,食品,直播,1014,2534,73.7,0.3358,184,35,0.0345,234,12527.02,287,13,691.67,53.53,43.65
2025-07-05,食品,自然搜索,1729,5611,58.9,0.3996,317,73,0.0422,234,12527.02,287,13,691.67,53.53,43.65
2025-07-06,服装,付费推广,1048,3472,64.1,0.3196,199,28,0.0267,111,21034.69,148,8,1356.52,189.5,142.13
2025-07-06,服装,推荐,817,2679,85.4,0.4328,116,19,0.0233,111,21034.69,148,8,1356.52,189.5,142.13
2025-07-06,服装,直接访问,432,1394,104.7,0.3479,71,11,0.0255,111,21034.69,148,8,1356.52,189.5,142.13
2025-07-06,服装,直播,645,2119,109.8,0.4717,85,16,0.0248,111,21034.69,148,8,1356.52,189.5,142.13
2025-07-06,服装,自然搜索,1285,2924,102.7,0.516,256,36,0.028,111,21034.69,148,8,1356.52,189.5,142.13
2025-07-06,电子,付费推广,2306,7017,93.1,0.4072,439,58,0.0252,263,112679.16,329,9,3201.9,428.44,342.49
2025-07-06,电子,推荐,2011,6242,77.1,0.3528,356,54,0.0269,263,112679.16,329,9,3201.9,428.44,342.49
2025-07-06,电子,直接访问,972,3371,82.3,0.4685,140,31,0.0319,263,112679.16,329,9,3201.9,428.44,342.49
2025-07-06,电子,直播,1330,4555,64.6,0.3844,239,39,0.0293,263,112679.16,329,9,3201.9,428.44,342.49
2025-07-06,电子,自然搜索,2959,7924,57.0,0.5013,486,72,0.0243,263,112679.16,329,9,3201.9,428.44,342.49
2025-07-06,美妆,付费推广,1026,2580,81.8,0.4267,133,32,0.0312,144,20015.5,227,5,684.78,139.0,88.17
